brand,model,sporty_score,luxury_score,offroad_score,economy_score,ev_score,item_id
Porsche,Boxster T,0.51,0.45,0.64,0.74,0.92,Porsche_BoxsterT
Porsche,Carrera,0.89,0.85,0.23,0.84,0.06,Porsche_Carrera
Porsche,Carrera 2 911 Gt3,0.36,0.37,0.58,0.96,0.47,Porsche_Carrera2911Gt3
Porsche,Carrera 2 Cabriolet,0.7,0.6,0.9,0.64,0.89,Porsche_Carrera2Cabriolet
Porsche,Carrera 2 Cabriolet Kit,0.04,0.37,0.96,0.02,0.26,Porsche_Carrera2CabrioletKit
Porsche,Carrera 2 Coupe,0.43,0.08,0.65,0.99,0.81,Porsche_Carrera2Coupe
Porsche,Carrera 2 Coupe Kit,0.64,0.79,0.93,0.21,0.76,Porsche_Carrera2CoupeKit
Porsche,Carrera 2 S Cabriolet,0.27,0.86,0.7299999999999999,0.86,0.47,Porsche_Carrera2SCabriolet
Porsche,Carrera 2 S Coupe,0.99,0.09,0.15,0.21,0.7,Porsche_Carrera2SCoupe
Porsche,Carrera 4,0.82,0.36,0.94,0.72,0.32,Porsche_Carrera4
Porsche,Carrera 4 Cabriolet,0.75,0.81,0.27,0.91,0.36,Porsche_Carrera4Cabriolet
Porsche,Carrera 4 Cabriolet Kit,0.3699999999999999,0.36,0.91,0.05,0.64,Porsche_Carrera4CabrioletKit
Porsche,Carrera 4 Coupe,0.08,0.57,0.04,0.62,0.04,Porsche_Carrera4Coupe
Porsche,Carrera 4 S,0.07,0.29,0.05,0.41,0.96,Porsche_Carrera4S
Porsche,Carrera 4 S Cabriolet,0.72,0.39,0.8699999999999999,0.05,0.8699999999999999,Porsche_Carrera4SCabriolet
Porsche,Carrera 4 S Cabriolet Kit,0.41,0.39,0.69,0.0,0.83,Porsche_Carrera4SCabrioletKit
Porsche,Carrera 4 S Coupe,0.14,0.58,0.04,0.06,0.29,Porsche_Carrera4SCoupe
Porsche,Carrera 4 S Kit,0.89,0.75,0.96,0.17,0.96,Porsche_Carrera4SKit
Porsche,Carrera 4 S Targa,0.56,0.5,0.68,0.57,0.49,Porsche_Carrera4STarga
Porsche,Carrera 4 Targa,0.23,0.9399999999999998,0.55,0.56,0.14,Porsche_Carrera4Targa
Porsche,Carrera Gt,0.88,0.43,0.81,0.37,0.09,Porsche_CarreraGt
Porsche,Cayenne,0.82,0.36,0.61,0.71,0.79,Porsche_Cayenne
Porsche,Cayenne / Cayenne Coupe,0.16,0.87,0.48,0.74,0.81,Porsche_Cayenne/CayenneCoupe
Porsche,Cayenne Coupe,0.93,0.24,0.34,0.01,0.22,Porsche_CayenneCoupe
Porsche,Cayenne Diesel,0.78,0.36,0.26,0.44,0.52,Porsche_CayenneDiesel
Porsche,Cayenne E-Hybrid,0.71,0.3,0.93,0.12,0.63,Porsche_CayenneE-Hybrid
Porsche,Cayenne E-Hybrid Coupe,0.21,0.85,0.36,0.39,0.4,Porsche_CayenneE-HybridCoupe
Porsche,Cayenne Gts,0.1,0.36,1.0,0.68,0.56,Porsche_CayenneGts
Porsche,Cayenne Gts Coupe,0.54,0.9,0.13,0.5,0.35,Porsche_CayenneGtsCoupe
Porsche,Cayenne Platinum,0.6,0.4,0.29,0.2,0.44,Porsche_CayennePlatinum
Porsche,Cayenne S,0.46,0.12,0.5,0.96,0.26,Porsche_CayenneS
Porsche,Cayenne S Coupe,0.61,0.59,0.43,0.1,0.6999999999999998,Porsche_CayenneSCoupe
Porsche,Cayenne S E-Hybrid,0.37,0.28,0.18,0.78,0.37,Porsche_CayenneSE-Hybrid
Porsche,Cayenne S Hybrid,0.33,0.13,0.65,0.99,0.33,Porsche_CayenneSHybrid
Porsche,Cayenne Transsiberia,0.48,0.5,0.2,0.44,0.12,Porsche_CayenneTranssiberia
Porsche,Cayenne Turbo,0.88,0.67,0.64,0.63,0.55,Porsche_CayenneTurbo
Porsche,Cayenne Turbo Coupe,0.37,0.15,0.6,0.72,0.72,Porsche_CayenneTurboCoupe
Porsche,Cayenne Turbo Gt,0.29,0.06,0.32,0.66,0.63,Porsche_CayenneTurboGt
Porsche,Cayenne Turbo Gt Coupe,0.36,0.14,0.18,0.52,0.44,Porsche_CayenneTurboGtCoupe
Porsche,Cayenne Turbo Kit,0.13,0.12,0.28,0.37,0.2,Porsche_CayenneTurboKit
Porsche,Cayenne Turbo S,0.29,0.61,0.97,0.0,0.21,Porsche_CayenneTurboS
Porsche,Cayenne Turbo S E-Hybrid,0.56,0.17,0.01,0.9,1.0,Porsche_CayenneTurboSE-Hybrid
Porsche,Cayenne Turbo S E-Hybrid Coupe,0.55,0.39,0.56,0.45,0.13,Porsche_CayenneTurboSE-HybridCoupe
Porsche,Cayenne Turbo S/Coupe E-Hybrid,0.38,0.97,0.77,0.9,0.15,Porsche_CayenneTurboS/CoupeE-Hybrid
Porsche,Cayenne/Coupe E-Hybrid,0.4,0.52,0.99,0.58,0.23,Porsche_Cayenne/CoupeE-Hybrid
Porsche,Cayman,0.61,0.43,0.6799999999999999,0.64,0.52,Porsche_Cayman
Porsche,Cayman Gt4,0.7,0.16,0.24,0.44,0.41,Porsche_CaymanGt4
Porsche,Cayman Gts,0.76,0.14,0.39,0.05,0.58,Porsche_CaymanGts
Porsche,Cayman R,0.05,0.42,0.62,0.16,0.78,Porsche_CaymanR
Porsche,Cayman S,0.5,0.13,0.69,0.65,0.7400000000000001,Porsche_CaymanS
Porsche,Cayman T,0.12,0.31,0.02,0.69,0.01,Porsche_CaymanT
Porsche,Macan,0.22,0.87,0.46,0.0,0.3499999999999999,Porsche_Macan
Porsche,Macan Gts,0.9,0.95,0.99,0.41,0.94,Porsche_MacanGts
Porsche,Macan S,0.54,0.01,0.75,0.58,0.83,Porsche_MacanS
Porsche,Macan T,0.21,0.81,0.4,0.26,0.77,Porsche_MacanT
Porsche,Macan Turbo,0.87,0.51,0.27,0.04,0.58,Porsche_MacanTurbo
Porsche,Macan Turbo Kit,0.73,0.88,0.68,0.21,0.7,Porsche_MacanTurboKit
Porsche,New 911 Carrera,0.9,0.09,0.79,0.09,0.75,Porsche_New911Carrera
Porsche,New 911 Carrera Cabriolet,0.75,1.0,0.8,0.08,0.17,Porsche_New911CarreraCabriolet
Porsche,New 911 Carrera S,0.93,0.96,0.17,0.17,0.0,Porsche_New911CarreraS
Porsche,New 911 Carrera S Cabriolet,0.06,0.35,0.29,0.58,0.77,Porsche_New911CarreraSCabriolet
Porsche,Panamera,0.25,0.96,0.98,0.2,0.03,Porsche_Panamera
Porsche,Panamera 4,0.61,0.64,0.04,0.32,0.58,Porsche_Panamera4
Porsche,Panamera 4 E-Hybrid,0.6,0.85,0.26,0.82,0.67,Porsche_Panamera4E-Hybrid
Porsche,Panamera 4 E-Hybrid Executive,0.29,0.97,0.61,0.49,0.04,Porsche_Panamera4E-HybridExecutive
Porsche,Panamera 4 E-Hybrid St,0.1,0.6,0.72,0.8,0.52,Porsche_Panamera4E-HybridSt
Porsche,Panamera 4 E-Hybrid/Exec/St,0.09,0.77,0.72,0.32,0.09,Porsche_Panamera4E-Hybrid/Exec/St
Porsche,Panamera 4 Executive,0.02,0.24,0.28,0.45,0.97,Porsche_Panamera4Executive
Porsche,Panamera 4 St,0.25,0.3,0.59,0.9499999999999998,0.11,Porsche_Panamera4St
Porsche,Panamera 4S,0.57,0.98,0.72,0.2,0.27,Porsche_Panamera4S
Porsche,Panamera 4S E-Hybrid,0.31,0.26,0.135,0.48,0.45,Porsche_Panamera4SE-Hybrid
Porsche,Panamera 4S E-Hybrid Executive,0.81,0.79,0.51,0.75,0.4,Porsche_Panamera4SE-HybridExecutive
Porsche,Panamera 4S E-Hybrid St,0.39,0.54,0.63,0.28,0.07,Porsche_Panamera4SE-HybridSt
Porsche,Panamera 4S E-Hybrid/Exec/St,0.2,0.18,0.41,0.01,0.78,Porsche_Panamera4SE-Hybrid/Exec/St
Porsche,Panamera 4S Executive,0.53,0.64,0.6,0.47,0.19,Porsche_Panamera4SExecutive
Porsche,Panamera 4S St,0.56,0.51,0.75,0.06,0.94,Porsche_Panamera4SSt
Porsche,Panamera Gts,0.1,0.51,0.43,0.69,0.03,Porsche_PanameraGts
Porsche,Panamera Gts St,0.69,0.67,0.43,0.65,0.34,Porsche_PanameraGtsSt
Porsche,Panamera S,0.63,0.06,0.75,0.65,0.68,Porsche_PanameraS
Porsche,Panamera S E-Hybrid,0.33,0.32,0.66,0.54,0.13,Porsche_PanameraSE-Hybrid
Porsche,Panamera S Hybrid,0.86,0.36,0.82,0.07,0.2,Porsche_PanameraSHybrid
Porsche,Panamera Turbo,0.3899999999999999,0.81,0.87,0.3899999999999999,0.96,Porsche_PanameraTurbo
Porsche,Panamera Turbo Exec,0.57,0.3,0.61,0.21,0.87,Porsche_PanameraTurboExec
Porsche,Panamera Turbo Executive,0.69,0.71,0.39,0.02,0.75,Porsche_PanameraTurboExecutive
Porsche,Panamera Turbo S,0.87,0.51,0.24,0.61,0.7399999999999999,Porsche_PanameraTurboS
Porsche,Panamera Turbo S E-Hybrid,0.08,0.33,0.85,0.08,0.73,Porsche_PanameraTurboSE-Hybrid
Porsche,Panamera Turbo S E-Hybrid Executive,0.35,0.02,0.26,0.33,0.57,Porsche_PanameraTurboSE-HybridExecutive
Porsche,Panamera Turbo S E-Hybrid St,0.34,0.73,0.86,0.71,0.94,Porsche_PanameraTurboSE-HybridSt
Porsche,Panamera Turbo S E-Hybrid/Exec/St,0.93,0.9,0.64,0.53,0.9,Porsche_PanameraTurboSE-Hybrid/Exec/St
Porsche,Panamera Turbo S Executive,0.37,0.13,0.78,0.23,0.8,Porsche_PanameraTurboSExecutive
Porsche,Panamera Turbo S St,0.99,0.78,0.84,0.37,0.83,Porsche_PanameraTurboSSt
Porsche,Panamera Turbo S/Exec/St,0.17,0.81,0.89,0.34,0.3,Porsche_PanameraTurboS/Exec/St
Porsche,Panamera Turbo St,0.3,0.51,0.13,0.88,0.87,Porsche_PanameraTurboSt
Porsche,Targa,0.94,0.1,0.56,0.1,0.48,Porsche_Targa
Porsche,Targa Kit,0.05,0.26,0.56,0.08,0.76,Porsche_TargaKit
Porsche,Taycan 4 Cross Turismo,0.43,0.12,0.32,0.69,0.6,Porsche_Taycan4CrossTurismo
Porsche,Taycan 4S Cross Turismo,0.01,0.47,1.0,1.0,0.89,Porsche_Taycan4SCrossTurismo
Porsche,Taycan 4S Perf Battery,0.62,0.28,0.01,0.49,0.86,Porsche_Taycan4SPerfBattery
Porsche,Taycan 4S Perf Battery Plus,0.87,0.22,0.67,0.88,0.85,Porsche_Taycan4SPerfBatteryPlus
Porsche,Taycan 4S Performance Battery,0.68,0.4,0.26,0.55,0.36,Porsche_Taycan4SPerformanceBattery
Porsche,Taycan 4S Performance Battery Plus,0.99,0.0,0.5,0.71,0.86,Porsche_Taycan4SPerformanceBatteryPlus
Porsche,Taycan Gts,0.39,0.52,0.65,0.44,0.26,Porsche_TaycanGts
Porsche,Taycan Gts Sport Turismo,0.74,0.66,0.24,0.32,0.34,Porsche_TaycanGtsSportTurismo
Porsche,Taycan Gts St,0.35,0.27,0.85,0.08,0.69,Porsche_TaycanGtsSt
Porsche,Taycan Perf Battery,0.83,0.36,0.9,0.73,0.29,Porsche_TaycanPerfBattery
Porsche,Taycan Perf Battery Plus,0.94,0.22,0.75,0.44,0.01,Porsche_TaycanPerfBatteryPlus
Porsche,Taycan Performance Battery,0.88,0.27,0.1,0.07,0.73,Porsche_TaycanPerformanceBattery
Porsche,Taycan Performance Battery Plus,0.48,0.3,0.5,0.17,0.0,Porsche_TaycanPerformanceBatteryPlus
Porsche,Taycan Turbo,0.47,0.94,0.07,0.99,0.79,Porsche_TaycanTurbo
Porsche,Taycan Turbo Cross Turismo,0.12,0.53,0.61,0.42,0.09,Porsche_TaycanTurboCrossTurismo
Porsche,Taycan Turbo S,0.19,0.72,0.83,0.98,0.24,Porsche_TaycanTurboS
Porsche,Taycan Turbo S Cross Turismo,0.11,0.92,0.32,0.68,0.22,Porsche_TaycanTurboSCrossTurismo
Porsche,Turbo,0.3,0.57,0.04,0.93,0.45,Porsche_Turbo
Porsche,Turbo 2 911 Gt2,0.6950000000000001,0.265,0.8,0.43,0.865,Porsche_Turbo2911Gt2
Porsche,Turbo 4 911,0.99,0.44,0.09,0.24,0.46,Porsche_Turbo4911
Porsche,Turbo 4 911 Cab,0.16,0.71,0.96,0.47,0.27,Porsche_Turbo4911Cab
Porsche,Turbo 4 911 Cab Kit,0.3499999999999999,0.6999999999999998,0.69,0.9,0.9499999999999998,Porsche_Turbo4911CabKit
Porsche,Turbo 4 911 Kit,0.81,0.71,0.95,0.02,0.7,Porsche_Turbo4911Kit
Porsche,Turbo 4 911 S,0.96,0.52,0.78,0.41,0.1,Porsche_Turbo4911S
Porsche,Turbo 4 911 Turbo,0.4,0.83,0.15,0.04,0.84,Porsche_Turbo4911Turbo
Porsche,Turbo 4 911 Turbo Cab S,0.77,0.25,0.36,0.37,0.59,Porsche_Turbo4911TurboCabS
Porsche,Turbo Gt2,0.99,0.84,0.04,0.07,0.45,Porsche_TurboGt2
Porsche,Turbo Kit,0.85,1.0,0.93,0.45,0.81,Porsche_TurboKit
Renault,18I,0.87,0.34,0.51,0.26,0.53,Renault_18I
Renault,18I 4Dr Wagon,0.53,0.11,0.51,0.56,0.83,Renault_18I4DrWagon
Renault,18I Sportwagon,0.58,0.45,0.78,0.05,0.01,Renault_18ISportwagon
Renault,Alliance,0.22,0.07,0.31,0.24,0.04,Renault_Alliance
Renault,Alliance Convertible,0.08,0.25,0.97,0.41,0.5,Renault_AllianceConvertible
Renault,Alliance/Encore,0.31,0.36,0.96,0.14,0.88,Renault_Alliance/Encore
Renault,Fuego,0.31,0.28,0.8400000000000001,0.66,0.51,Renault_Fuego
Renault,Gta,0.52,0.38,0.13,0.44,0.77,Renault_Gta
Renault,Gta Convertible,0.89,0.3,0.34,0.55,0.86,Renault_GtaConvertible
Renault,Sportwagon,0.27,0.25,0.28,0.09,0.21,Renault_Sportwagon
Subaru,3 Door 4Wd Turbo,0.71,0.6,0.05,0.22,0.69,Subaru_3Door4WdTurbo
Subaru,Ascent,0.82,0.57,0.03,0.39,0.9,Subaru_Ascent
Subaru,Ascent Limited/Touring,0.39,0.73,0.2,0.31,0.42,Subaru_AscentLimited/Touring
Subaru,Ascent Limited/Touring/Onyx Awd,0.31,0.13,0.18,0.99,0.42,Subaru_AscentLimited/Touring/OnyxAwd
Subaru,B9 Tribeca Awd,0.86,0.29,0.26,0.54,0.56,Subaru_B9TribecaAwd
Subaru,Baja Awd,0.91,0.94,0.52,0.85,0.45,Subaru_BajaAwd
Subaru,Brat 4Wd,0.73,0.17,0.72,0.85,0.62,Subaru_Brat4Wd
Subaru,Brz,0.55,0.51,0.16,0.7,0.82,Subaru_Brz
Subaru,Brz Ts,0.3,0.42,0.69,0.23,0.86,Subaru_BrzTs
Subaru,Crosstrek Awd,0.94,0.6,0.43,0.68,0.53,Subaru_CrosstrekAwd
Subaru,Crosstrek Hybrid Awd,0.54,0.02,0.99,0.37,0.36,Subaru_CrosstrekHybridAwd
Subaru,Crosstrek Wilderness Awd,0.46,0.93,0.09,0.46,0.87,Subaru_CrosstrekWildernessAwd
Subaru,Forester Awd,0.13,0.75,0.99,0.94,0.3,Subaru_ForesterAwd
Subaru,Forester Sport/Touring Awd,0.28,0.78,0.35,0.43,0.94,Subaru_ForesterSport/TouringAwd
Subaru,Forester Wilderness Awd,0.24,0.64,0.33,0.82,0.69,Subaru_ForesterWildernessAwd
Subaru,Hatchback,0.13,0.12,0.73,0.13,0.15,Subaru_Hatchback
Subaru,Hatchback 4Wd,0.7600000000000001,0.63,0.53,0.94,0.7399999999999999,Subaru_Hatchback4Wd
Subaru,Impreza,0.58,0.01,0.9,0.85,0.05,Subaru_Impreza
Subaru,Impreza 4-Door,0.8800000000000001,0.74,0.48,0.8400000000000001,0.37,Subaru_Impreza4-Door
Subaru,Impreza 5-Door,0.18,0.0,0.88,0.59,0.06,Subaru_Impreza5-Door
Subaru,Impreza Awd,0.41,0.39,0.09,0.16,0.23,Subaru_ImprezaAwd
Subaru,Impreza Sport 4-Door,0.66,0.51,0.5,0.12,0.46,Subaru_ImprezaSport4-Door
Subaru,Impreza Sport 5-Door,0.74,0.25,0.3,0.08,0.65,Subaru_ImprezaSport5-Door
Subaru,Impreza Sport Awd,0.61,0.7,0.61,0.61,0.77,Subaru_ImprezaSportAwd
Subaru,Impreza Wagon,0.14,0.78,0.37,0.47,0.14,Subaru_ImprezaWagon
Subaru,Impreza Wagon Awd,0.44,0.64,0.52,0.42,0.22,Subaru_ImprezaWagonAwd
Subaru,Impreza Wagon/Outback Sport,0.86,0.25,0.66,0.32,0.73,Subaru_ImprezaWagon/OutbackSport
Subaru,Impreza Wagon/Outback Sport Awd,0.05,0.11,0.16,0.48,0.53,Subaru_ImprezaWagon/OutbackSportAwd
Subaru,Impreza Wagon/Outback Spt Awd,0.53,0.78,0.14,0.46,0.09,Subaru_ImprezaWagon/OutbackSptAwd
Subaru,Justy,0.32,0.95,0.1,0.9,0.27,Subaru_Justy
Subaru,Justy 4Wd,0.51,0.85,0.41,0.02,0.96,Subaru_Justy4Wd
Subaru,Justy Awd,0.59,0.74,0.9,0.95,0.12,Subaru_JustyAwd
Subaru,Legacy,0.44,0.95,0.59,0.01,0.41,Subaru_Legacy
Subaru,Legacy 4Wd,0.52,0.48,0.32,0.9499999999999998,0.14,Subaru_Legacy4Wd
Subaru,Legacy 4Wd Turbo,0.06,0.37,0.52,0.86,0.19,Subaru_Legacy4WdTurbo
Subaru,Legacy Awd,0.91,0.33,0.98,0.16,0.97,Subaru_LegacyAwd
Subaru,Legacy Awd (Incl. Outback),0.01,0.6,0.67,0.02,0.23,Subaru_LegacyAwd(Incl.Outback)
Subaru,Legacy Awd Turbo,0.13,0.5,0.01,0.17,0.66,Subaru_LegacyAwdTurbo
Subaru,Legacy Turbo,0.11,0.23,0.42,0.19,0.53,Subaru_LegacyTurbo
Subaru,Legacy Wagon,0.35,0.1899999999999999,0.93,0.34,0.11,Subaru_LegacyWagon
Subaru,Legacy Wagon 4Wd,0.29,0.31,0.94,0.77,0.96,Subaru_LegacyWagon4Wd
Subaru,Legacy Wagon Awd,0.33,0.16,0.32,0.7200000000000001,0.23,Subaru_LegacyWagonAwd
Subaru,Legacy Wagon Awd (Incl. Outback),0.89,0.85,0.11,0.48,0.64,Subaru_LegacyWagonAwd(Incl.Outback)
Subaru,Legacy Wagon Awd Turbo,0.46,0.53,0.0,0.16,0.96,Subaru_LegacyWagonAwdTurbo
Subaru,Legacy/Outback Awd,0.75,0.73,0.44,0.29,0.11,Subaru_Legacy/OutbackAwd
Subaru,Legacy/Outback Wagon Awd,0.17,0.51,0.76,0.55,0.78,Subaru_Legacy/OutbackWagonAwd
Subaru,Loyale,0.41,0.54,0.26,0.06,0.03,Subaru_Loyale
Subaru,Loyale 4Wd,0.84,0.91,0.6,0.7200000000000001,0.46,Subaru_Loyale4Wd
Subaru,Loyale 4Wd Turbo,0.8,0.01,0.12,0.61,0.65,Subaru_Loyale4WdTurbo
Subaru,Loyale Awd,0.46,0.52,0.91,0.76,0.46,Subaru_LoyaleAwd
Subaru,Loyale Wagon,0.55,0.59,0.29,0.71,0.62,Subaru_LoyaleWagon
Subaru,Loyale Wagon 4Wd,0.83,0.31,0.15,0.05,0.99,Subaru_LoyaleWagon4Wd
Subaru,Loyale Wagon 4Wd Turbo,0.35,0.83,0.48,0.84,0.59,Subaru_LoyaleWagon4WdTurbo
Subaru,Loyale Wagon Awd,0.1,0.71,0.82,0.33,0.68,Subaru_LoyaleWagonAwd
Subaru,Outback Awd,0.87,0.91,0.84,0.3899999999999999,0.52,Subaru_OutbackAwd
Subaru,Outback Wagon Awd,0.39,0.63,0.69,0.44,0.1,Subaru_OutbackWagonAwd
Subaru,Outback Wilderness Awd,0.1,0.73,0.41,0.98,0.39,Subaru_OutbackWildernessAwd
Subaru,Rx Turbo,0.93,0.37,0.76,0.25,0.7,Subaru_RxTurbo
Subaru,Sedan,0.13,0.61,0.68,0.42,0.78,Subaru_Sedan
Subaru,Sedan 4Wd,0.9,0.13,0.26,0.89,0.44,Subaru_Sedan4Wd
Subaru,Sedan/3 Door,0.36,0.73,0.8800000000000001,0.14,0.25,Subaru_Sedan/3Door
Subaru,Sedan/3 Door 4Wd,0.74,0.9,0.7299999999999999,0.52,0.53,Subaru_Sedan/3Door4Wd
Subaru,Sedan/3Door 4Wd Turbo,0.24,0.79,0.7,0.05,0.23,Subaru_Sedan/3Door4WdTurbo
Subaru,Solterra Awd,0.99,0.84,0.32,0.79,0.33,Subaru_SolterraAwd
Subaru,Solterra Limited/Touring Awd,0.05,0.93,0.37,0.61,0.01,Subaru_SolterraLimited/TouringAwd
Subaru,Svx,0.5,0.53,0.85,0.94,0.01,Subaru_Svx
Subaru,Svx Awd,0.42,0.81,0.77,0.16,0.84,Subaru_SvxAwd
Subaru,Tribeca Awd,0.81,0.57,0.94,0.25,0.66,Subaru_TribecaAwd
Subaru,Wagon,0.06,0.4,0.11,0.62,0.01,Subaru_Wagon
Subaru,Wagon 4Wd,0.64,0.22,0.66,0.87,0.48,Subaru_Wagon4Wd
Subaru,Wagon 4Wd Turbo,0.69,0.14,0.82,0.07,0.03,Subaru_Wagon4WdTurbo
Subaru,Wrx,0.82,0.26,0.3899999999999999,0.8000000000000002,0.43,Subaru_Wrx
Subaru,Wrx Sti Type Ra,0.8,0.01,0.49,0.62,0.69,Subaru_WrxStiTypeRa
Subaru,Xt,0.6799999999999999,0.97,0.1,0.0,0.3399999999999999,Subaru_Xt
Subaru,Xt 4Wd,0.86,0.61,0.13,0.42,0.71,Subaru_Xt4Wd
Subaru,Xt-Dl,0.79,0.14,0.26,0.42,0.63,Subaru_Xt-Dl
Subaru,Xv Crosstrek Awd,0.57,0.75,0.85,0.39,0.65,Subaru_XvCrosstrekAwd
Subaru,Xv Crosstrek Hybrid Awd,0.44,0.05,0.41,0.74,0.25,Subaru_XvCrosstrekHybridAwd
Suzuki,Aerio,0.79,0.9499999999999998,0.3899999999999999,0.65,0.16,Suzuki_Aerio
Suzuki,Aerio 4Wd,0.35,0.61,0.55,0.48,0.61,Suzuki_Aerio4Wd
Suzuki,Aerio Awd,0.63,0.68,0.76,0.82,0.08,Suzuki_AerioAwd
Suzuki,Aerio Sx,0.76,0.48,0.91,0.27,0.16,Suzuki_AerioSx
Suzuki,Aerio Sx 4Wd,0.78,0.53,0.99,0.96,0.38,Suzuki_AerioSx4Wd
Suzuki,Aerio Sx Awd,0.06,0.56,0.27,0.62,0.92,Suzuki_AerioSxAwd
Suzuki,Equator 2Wd,0.71,0.42,0.77,0.22,0.9499999999999998,Suzuki_Equator2Wd
Suzuki,Equator 4Wd,0.44,0.11,0.66,0.1,0.41,Suzuki_Equator4Wd
Suzuki,Esteem,0.19,0.37,0.19,0.37,0.51,Suzuki_Esteem
Suzuki,Esteem Wagon,0.74,0.79,0.5,0.04,0.39,Suzuki_EsteemWagon
Suzuki,Forenza,0.9,0.88,0.78,0.02,0.79,Suzuki_Forenza
Suzuki,Forenza Wagon,0.31,0.03,0.74,0.54,0.41,Suzuki_ForenzaWagon
Suzuki,Forsa,0.0,0.19,0.3,0.88,0.55,Suzuki_Forsa
Suzuki,Forsa Turbo,0.04,0.45,0.42,0.26,0.45,Suzuki_ForsaTurbo
Suzuki,Grand Vitara,0.77,0.07,0.87,0.87,0.83,Suzuki_GrandVitara
Suzuki,Grand Vitara 4Door 2Wd,0.49,0.63,0.93,0.28,0.34,Suzuki_GrandVitara4Door2Wd
Suzuki,Grand Vitara 4Door 4Wd,0.48,0.14,0.07,0.72,0.97,Suzuki_GrandVitara4Door4Wd
Suzuki,Grand Vitara 4Wd,0.91,0.67,0.91,0.36,0.04,Suzuki_GrandVitara4Wd
Suzuki,Grand Vitara Awd,0.27,0.79,0.58,0.99,0.46,Suzuki_GrandVitaraAwd
Suzuki,Grand Vitara Xl7,0.67,0.37,0.8,0.25,0.7,Suzuki_GrandVitaraXl7
Suzuki,Grand Vitara Xl7 4Wd,0.32,0.01,0.18,0.53,0.57,Suzuki_GrandVitaraXl74Wd
Suzuki,Kizashi,0.6,0.91,0.82,0.69,0.32,Suzuki_Kizashi
Suzuki,Kizashi Awd,0.02,0.03,0.19,0.75,0.88,Suzuki_KizashiAwd
Suzuki,Kizashi S,0.38,0.93,0.3699999999999999,0.44,0.83,Suzuki_KizashiS
Suzuki,Kizashi S Awd,0.94,0.64,0.39,0.78,0.72,Suzuki_KizashiSAwd
Suzuki,Reno,0.23,0.45,0.04,0.98,0.08,Suzuki_Reno
Suzuki,Sa310,0.62,0.86,0.56,0.72,0.79,Suzuki_Sa310
Suzuki,Samurai,0.58,0.79,0.66,0.24,0.46,Suzuki_Samurai
Suzuki,Samurai 2Wd,0.44,0.55,0.39,0.56,0.49,Suzuki_Samurai2Wd
Suzuki,Samurai Convertible,0.3699999999999999,0.27,0.59,0.64,0.56,Suzuki_SamuraiConvertible
Suzuki,Samurai Hardtop,0.17,0.09,0.24,0.89,0.65,Suzuki_SamuraiHardtop
Suzuki,Samurai Hardtop 4Wd,0.63,0.12,0.65,0.48,0.27,Suzuki_SamuraiHardtop4Wd
Suzuki,Samurai Soft-Top 4Wd,0.33,0.09,0.16,0.15,0.08,Suzuki_SamuraiSoft-Top4Wd
Suzuki,Sidekick 2Door 2Wd,0.06,0.6999999999999998,0.64,0.66,0.77,Suzuki_Sidekick2Door2Wd
Suzuki,Sidekick 2Door 4Wd,0.03,0.86,0.63,0.79,0.12,Suzuki_Sidekick2Door4Wd
Suzuki,Sidekick 2Door Rwd,0.39,0.07,0.86,0.38,0.25,Suzuki_Sidekick2DoorRwd
Suzuki,Sidekick 2Wd,0.73,0.88,0.81,0.34,0.4000000000000001,Suzuki_Sidekick2Wd
Suzuki,Sidekick 4Door 2Wd,0.67,0.9,0.18,0.86,0.51,Suzuki_Sidekick4Door2Wd
Suzuki,Sidekick 4Door 4Wd,0.54,0.88,0.91,0.7799999999999999,0.1,Suzuki_Sidekick4Door4Wd
Suzuki,Sidekick 4Door Rwd,0.54,0.76,0.39,0.74,0.94,Suzuki_Sidekick4DoorRwd
Suzuki,Sidekick Convertible 4Wd,0.18,0.63,0.07,0.04,0.52,Suzuki_SidekickConvertible4Wd
Suzuki,Sidekick Hardtop 2Wd,0.62,0.42,0.49,0.78,0.89,Suzuki_SidekickHardtop2Wd
Suzuki,Sidekick Hardtop 4Wd,0.09,0.8,0.87,0.55,0.17,Suzuki_SidekickHardtop4Wd
Suzuki,Sidekick Soft-Top 4Wd,0.06,0.1,0.8800000000000001,0.19,0.24,Suzuki_SidekickSoft-Top4Wd
Suzuki,Sidekick Sport 2Wd,0.7,0.49,0.94,0.85,1.0,Suzuki_SidekickSport2Wd
Suzuki,Sidekick Sport 4Wd,0.59,0.4600000000000001,0.04,0.51,0.71,Suzuki_SidekickSport4Wd
Suzuki,Sidekick Sport Rwd,0.06,0.3,0.92,0.41,0.73,Suzuki_SidekickSportRwd
Suzuki,Sj 410 4Wd,0.92,0.7,0.7,0.06,0.88,Suzuki_Sj4104Wd
Suzuki,Sj 410V 4Wd,0.12,0.12,0.04,0.2,0.12,Suzuki_Sj410V4Wd
Suzuki,Sj410K P/U 4Wd,0.03,0.08,0.31,0.84,0.41,Suzuki_Sj410KP/U4Wd
Suzuki,Sw,0.13,0.25,0.33,0.4,0.2,Suzuki_Sw
Suzuki,Swift,0.36,0.59,0.5,0.33,0.97,Suzuki_Swift
Suzuki,Swift Ga,0.18,0.33,0.77,0.99,0.81,Suzuki_SwiftGa
Suzuki,Swift Gt,0.27,0.65,0.68,0.27,0.14,Suzuki_SwiftGt
